sector,monto_financiado,num_rondas,tamano_equipo,exp_fundadores,presencia_redes,ubicacion,inversores_destacados,descripcion,tiempo_fundacion,estado_operativo,viabilidad
HealthTech,5985889.2,4.0,9.0,1.3,61.5,Bogotá,0.0,operando en el mercado. crecimiento mensual 27% y churn bajo. MVP listo y primeros beta testers,2006.0,prototipo,0
Fintech,1879471.5,1.0,32.0,5.7,65.8,Quito,0.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 6+ años de experiencia. operando en el mercado. cofundadores con 6+ años de experiencia en E-commerce,2009.0,activo,0
Fintech,4375515.8,1.0,9.0,7.5,46.8, Bogotá,0.0,buena presencia en redes. equipo con 5+ años de experiencia,2014.0,activo,1
Saas,1504983.8,5.0,13.0,1.3,32.3,Santiago,0.0,apoyo de inversores reconocidos. buena presencia en redes. operando en el mercado. enfocado en HealthTech con enfoque SaaS,2014.0,prototipo,0
Ai/Ml,1124814.8,3.0,38.0,3.4,38.3,Bogotá ,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. operando en el mercado. cofundadores con 5+ años de experiencia en AI/ML. expansión a Santiago en próximos meses,2005.0,prototipo,1
Travel,4886366.5,2.0,28.0,0.0,-10.0, santiago ,0.0,equipo con 8+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en Santiago. expansión a Arequipa en próximos meses. dependencia alta de marketing pago,2009.0,prototipo,0
SaaS,866675.5,4.0,44.0,7.7,6.3,BUENOS AIRES ,0.0,apoyo de inversores reconocidos. buena presencia en redes. operando en el mercado. tracción probada: piloto pagado en Trujillo. enfocado en AgroTech con enfoque API-first. sin modelo de ingresos definido,2017.0,prototipo,1
LOGISTICS,150297.1,1.0,12.0,9.0,60.4,Arequipa,1.0,buena presencia en redes. operando en el mercado. expansión a Bogotá en próximos meses,2019.0,prototipo,1
EdTech,972438.5,4.0,16.0,2.8,54.4, Lima,1.0,financiamiento semilla cerrado. MRR de $3065 con 158 clientes activos. MVP listo y primeros beta testers,2017.0, activo,0
 LOGISTICS,3572534.2,1.0,3.0,5.6,55.9,CDMX,Sí,financiamiento semilla cerrado. operando en el mercado. MVP listo y primeros beta testers,2020.0,activo,1
Gaming,4101100.3,4.0,21.0,4.0,64.1, quito,1.0,equipo con 5+ años de experiencia. MRR de $2699 con 123 clientes activos. MVP listo y primeros beta testers,2017.0, prototipo ,1
AI/ML,3677410.0,2.0,34.0,4.7,61.6,Piura,0.0,equipo con 6+ años de experiencia. operando en el mercado. acuerdos B2B con 5 empresas y pipeline sólido. enfocado en SaaS con enfoque app móvil,2024-aprox,activo,0
AgroTech,6690208.2,4.0,38.0,8.3,67.2,Buenos Aires,0.0,apoyo de inversores reconocidos. operando en el mercado. MRR de $3847 con 194 clientes activos. enfocado en HealthTech con enfoque marketplace. sin modelo de ingresos definido,2019/2020, Activo,1
E-commerce,1959786.4,3.0,1.0,2.9,130.7,Arequipa,0.0,apoyo de inversores reconocidos. operando en el mercado. enfocado en SaaS con enfoque B2C,2011.0,prototipo,0
 E-Commerce,2245530.1,0.0,26.0,5.9,41.1,Piura,0.0,operando en el mercado. acuerdos B2B con 3 empresas y pipeline sólido. MVP listo y primeros beta testers,2024.0,activo,0
Travel,3349034.1,1.0,29.0,5.2,54.9,Bogotá,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. MRR de $12046 con 193 clientes activos,2021.0,prototipo,0
EdTech,2968437.0,2.0,11.0,3.8,60.1,Quito,No,equipo con 5+ años de experiencia. operando en el mercado. acuerdos B2B con 5 empresas y pipeline sólido. MVP listo y primeros beta testers. dependencia alta de marketing pago,2018-aprox,activo,1
SaaS,1636037.4,0.0,49.0,4.6,60.5,CDMX,0.0,equipo con 6+ años de experiencia. enfocado en Fintech con enfoque B2C,2019.0,prototipo,0
Travel,30211381.9,3.0,45.0,7.9,36.9,QUITO ,0.0,cofundadores con 1+ años de experiencia en EdTech. enfocado en EdTech con enfoque app móvil. aún sin usuarios activos,2011.0,activo,1
EdTech,6990443.3,4.0,13.0,5.2,11.3,Santiago,1.0,financiamiento semilla cerrado. operando en el mercado. enfocado en SaaS con enfoque SaaS. sin modelo de ingresos definido,2021.0, ACTIVO ,1
Fintech,180413.2,0.0,8.0,3.7,45.0,Santiago,0.0,apoyo de inversores reconocidos. operando en el mercado. MRR de $24657 con 115 clientes activos. MVP listo y primeros beta testers,2019.0, EN PAUSA,1
EdTech,3675790.4,0.0,5.0,5.7,24.7,Bogotá,0.0,operando en el mercado,2012.0,activo,1
Gaming,262659.0,4.0,32.0,2.9,17.1,Buenos Aires,0.0,buena presencia en redes. operando en el mercado. cofundadores con 4+ años de experiencia en Gaming. expansión a Santiago en próximos meses. sin modelo de ingresos definido,2013.0,cerrado,1
 TRAVEL ,1934626.2,5.0,8.0,2.2,33.7, piura,0.0,equipo con 5+ años de experiencia. operando en el mercado. crecimiento mensual 5% y churn bajo. MVP listo y primeros beta testers,2018.0,activo,1
E-Commerce ,1990213.1,3.0,18.0,4.2,25.4,Cusco,0.0,buena presencia en redes. operando en el mercado. acuerdos B2B con 9 empresas y pipeline sólido,2018.0,activo ,1
Healthtech,658800.0,5.0,32.0,5.1,54.5,Lima,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. MVP listo y primeros beta testers. dependencia alta de marketing pago,2017.0,en pausa,0
Logistics,1239419.7,1.0,22.0,5.5,18.1,CDMX,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. acuerdos B2B con 4 empresas y pipeline sólido. expansión a Quito en próximos meses,2008.0,activo,1
 E-Commerce,11200503.2,2.0,24.0,5.8,56.5,Cusco,1.0,apoyo de inversores reconocidos. buena presencia en redes. acuerdos B2B con 18 empresas y pipeline sólido. expansión a Lima en próximos meses,2006-aprox,activo,1
AI/ML,334420.3,3.0,27.0,1.4,33.9,Santiago,0.0,operando en el mercado,2020/2021,activo,0
Healthtech,803457.7,4.0,25.0,2.6,52.6,Piura,0.0,apoyo de inversores reconocidos. enfocado en EdTech con enfoque API-first,2013.0,activo,0
SaaS,736371.0,4.0,8.0,3.5,19.4,Piura,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. tracción probada: piloto pagado en Quito,2017.0,en pausa,0
Gaming,5584967.7,1.0,16.0,7.8,139.0,Cusco,1.0,apoyo de inversores reconocidos. buena presencia en redes. equipo con 6+ años de experiencia. crecimiento mensual 13% y churn bajo. enfocado en EdTech con enfoque B2C,2008.0,prototipo,1
Fintech ,8895582.3,3.0,35.0,4.4,16.2,Lima ,0.0,apoyo de inversores reconocidos. operando en el mercado. acuerdos B2B con 3 empresas y pipeline sólido. sin modelo de ingresos definido,2014.0,activo,1
Fintech,3910000.0,3.0,28.0,5.0,21.8, Bogotá ,0.0,operando en el mercado. MRR de $3051 con 17 clientes activos. expansión a Buenos Aires en próximos meses,2018/2019,activo,1
SaaS,2434750.2,1.0,47.0,7.5,45.7, Piura ,0.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. acuerdos B2B con 19 empresas y pipeline sólido. enfocado en SaaS con enfoque API-first,2023.0,activo,0
travel ,1311329.2,5.0,10.0,1.6,63.4,Lima,0.0,operando en el mercado,2005.0,prototipo,0
HealthTech,4770868.3,0.0,34.0,1.2,53.5,Piura,0.0,buena presencia en redes. operando en el mercado. enfocado en E-commerce con enfoque B2B,2025.0,activo ,0
Gaming,2898002.8,3.0,26.0,2.3,34.1, Cusco ,0.0,apoyo de inversores reconocidos. cofundadores con 2+ años de experiencia en HealthTech. enfocado en HealthTech con enfoque SaaS,2009.0,activo,0
Fintech,7056790.9,3.0,10.0,2.2,38.5,Trujillo,No,enfocado en Logistics con enfoque API-first,2009.0,prototipo,1
AgroTech,1616276.3,2.0,9.0,4.3,9.6,Quito,0.0,equipo con 6+ años de experiencia. operando en el mercado,2006.0,en pausa,0
AI/ML,1415573.1,2.0,28.0,4.3,51.4,Santiago,0.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 8+ años de experiencia. cofundadores con 8+ años de experiencia en Logistics,2017.0,activo,1
Fintech,4352817.4,4.0,11.0,8.2,47.3,Santiago,0.0,buena presencia en redes. operando en el mercado. cofundadores con 3+ años de experiencia en SaaS. expansión a CDMX en próximos meses,2015.0, Activo ,0
HealthTech,2152400.0,2.0,34.0,3.2,28.9,Cusco,No,apoyo de inversores reconocidos. operando en el mercado. acuerdos B2B con 14 empresas y pipeline sólido. enfocado en E-commerce con enfoque app móvil. sin modelo de ingresos definido,2012-aprox, Activo,1
AgroTech,2583538.8,3.0,1.0,5.5,8.0, buenos aires ,0.0,apoyo de inversores reconocidos. expansión a Cusco en próximos meses. sin modelo de ingresos definido,2005.0,prototipo,0
E-commerce,10291247.7,1.0,37.0,4.2,-10.0,Cdmx,No,operando en el mercado. expansión a Piura en próximos meses. equipo parcial y tiempo limitado,2024.0,cerrado,0
Fintech,1732732.9,0.0,22.0,0.5,48.1,Buenos Aires,1.0,apoyo de inversores reconocidos. equipo con 7+ años de experiencia. tracción probada: piloto pagado en Bogotá. enfocado en SaaS con enfoque marketplace. equipo parcial y tiempo limitado,2022.0, en pausa,1
E-Commerce,3287358.9,2.0,7.0,5.7,37.0,Trujillo,0.0,buena presencia en redes. operando en el mercado. enfocado en E-commerce con enfoque B2B,2017.0,activo,0
 Gaming,4342878.6,2.0,33.0,7.4,-7.8,Bogotá,0.0,buena presencia en redes. operando en el mercado. acuerdos B2B con 15 empresas y pipeline sólido. MVP listo y primeros beta testers. equipo parcial y tiempo limitado,2005.0,activo,1
E-commerce,3970464.0,3.0,30.0,5.0,42.4,Santiago,0.0,operando en el mercado. MVP listo y primeros beta testers. dependencia alta de marketing pago,2013.0,activo,1
HealthTech,2651134.2,2.0,38.0,4.1,46.3,Santiago,0.0,financiamiento semilla cerrado. operando en el mercado. cofundadores con 4+ años de experiencia en Gaming. expansión a Bogotá en próximos meses. sin modelo de ingresos definido,2019.0, activo ,1
SaaS,101240.0,3.0,31.0,6.9,28.5,Bogotá,1.0,buena presencia en redes. enfocado en EdTech con enfoque marketplace. sin modelo de ingresos definido,2013-aprox,prototipo,0
Gaming,1432976.7,0.0,4.0,2.7,15.3,Cusco,1.0,operando en el mercado. tracción probada: piloto pagado en Santiago. sin modelo de ingresos definido,2019.0,prototipo,0
EdTech,4428000.0,2.0,12.0,4.6,23.0,Arequipa ,Sí,buena presencia en redes. operando en el mercado. expansión a Santiago en próximos meses,2012.0,prototipo,1
Fintech,7008226.9,1.0,1.0,3.8,48.3, Quito ,0.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 6+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers,2012.0,activo,0
Fintech,3592000.0,4.0,33.0,5.3,27.3,Buenos Aires,0.0,equipo con 5+ años de experiencia. operando en el mercado. MRR de $4903 con 86 clientes activos,2023.0,activo,1
HealthTech,930239.5,5.0,9.0,11.8,61.2,Santiago,0.0,apoyo de inversores reconocidos. buena presencia en redes. operando en el mercado. tracción probada: piloto pagado en Trujillo. enfocado en AgroTech con enfoque API-first. sin modelo de ingresos definido,2008.0, Prototipo,1
HealthTech,15944955.7,0.0,14.0,4.1,24.4,Piura,0.0,buena presencia en redes. equipo con 5+ años de experiencia. acuerdos B2B con 16 empresas y pipeline sólido. expansión a Buenos Aires en próximos meses,2011/2012,prototipo,1
AI/ML,5985000.0,1.0,36.0,3.6,36.0,Bogotá,0.0,equipo con 6+ años de experiencia. MRR de $7863 con 115 clientes activos. MVP listo y primeros beta testers,2010-aprox,en pausa,0
fintech,3153628.1,0.0,31.0,2.8,35.8,Arequipa,No,equipo con 7+ años de experiencia. operando en el mercado. expansión a Bogotá en próximos meses,2005.0,activo,1
Gaming,5376324.2,3.0,38.0,8.0,37.6,Piura ,1.0,equipo con 6+ años de experiencia. operando en el mercado. MVP listo y primeros beta testers. aún sin usuarios activos,2014.0, activo ,1
E-commerce ,3165758.3,2.0,50.0,7.3,17.7,Arequipa,1.0,apoyo de inversores reconocidos. financiamiento semilla cerrado. operando en el mercado. expansión a Piura en próximos meses,2021/2022,activo,1
EdTech,2980632.0,0.0,39.0,5.4,38.2, Trujillo ,1.0,financiamiento semilla cerrado. buena presencia en redes. equipo con 5+ años de experiencia. operando en el mercado. enfocado en Travel con enfoque B2B,2022.0,prototipo,1
edtech,839198.1,1.0,8.0,2.0,46.5,Lima,0.0,operando en el mercado. tracción probada: piloto pagado en Lima. expansión a Arequipa en próximos meses,2014.0,activo,1
HealthTech,79541.4,3.0,12.0,6.0,99.1, Cusco,0.0,financiamiento semilla cerrado,2024-aprox,prototipo ,0
 E-Commerce ,2471654.8,0.0,23.0,4.1,9.4, Santiago,0.0,equipo con 6+ años de experiencia,2010-aprox,activo,0
E-commerce,7599444.8,5.0,43.0,5.2,80.4,cdmx ,0.0,apoyo de inversores reconocidos. operando en el mercado. acuerdos B2B con 19 empresas y pipeline sólido. enfocado en Fintech con enfoque B2B,2016.0, Activo,1
E-Commerce ,5956668.5,4.0,31.0,6.3,14.5,Arequipa,1.0,apoyo de inversores reconocidos. enfocado en EdTech con enfoque marketplace,2024.0,prototipo,1
SaaS,2394112.2,1.0,47.0,5.6,66.8, cdmx ,No,apoyo de inversores reconocidos. financiamiento semilla cerrado. buena presencia en redes. equipo con 7+ años de experiencia. operando en el mercado. acuerdos B2B con 17 empresas y pipeline sólido,2019.0,Activo ,1
 logistics,3524198.3,5.0,22.0,7.3,37.6, Lima,0.0,equipo con 5+ años de experiencia. MRR de $1401 con 189 clentes activos. MVP listo y primeros beta testers,2015.0,prototipo,1
Travel,4999721.5,5.0,29.0,6.2,49.8, buenos aires ,0.0,financiamiento semilla cerrado. operando en el mercado. crecimiento mensual 19% y churn bajo. expansión a Buenos Aires en próximos meses. dependencia alta de marketing pago,2014.0,prototipo,1
 Edtech ,638425.0,4.0,26.0,6.3,36.7,Cusco,0.0,operando en el mercado,2024.0,activo,0
 logistics,195283.2,1.0,32.0,3.4,35.4,Arequipa,0.0,apoyo de inversores reconocidos. tracción probada: piloto pagado en Cusco. enfocado en Travel con enfoque marketplace. equipo parcial y tiempo limitado,2013.0,activo,1
FINTECH,4535603.8,1.0,13.0,2.0,78.8,Quito,0.0,financiamiento semilla cerrado. operando en el mercado. expansión a Trujillo en próximos meses,2022-aprox, activo ,0
E-commerce,4214866.2,1.0,50.0,7.1,41.5,Lima,1.0,operando en el mercado,2024.0,prototipo,1
AgroTech,1053847.5,1.0,49.0,3.5,60.2,Trujillo,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. operando en el mercado. expansión a CDMX en próximos meses,2012.0,activo,1
Logistics,900588.1,1.0,49.0,3.8,41.8,Quito,Sí,equipo con 6+ años de experiencia. operando en el mercado. cofundadores con 6+ años de experiencia en Gaming,2018.0,activo,1
SaaS,2635164.3,4.0,14.0,6.3,50.2,Bogotá,0.0,apoyo de inversores reconocidos. buena presencia en redes. operando en el mercado. tracción probada: piloto pagado en Piura. MVP listo y primeros beta testers,2016.0,prototipo,1
AI/ML,428399.4,5.0,40.0,6.2,16.6,trujillo,0.0,apoyo de inversores reconocidos. operando en el mercado. cofundadores con 3+ años de experiencia en Fintech. expansión a Arequipa en próximos meses,2007.0,activo,1
Healthtech,1559985.7,1.0,15.0,5.9,34.0, Buenos Aires ,0.0,apoyo de inversores reconocidos. cofundadores con 2+ años de experiencia en HealthTech. enfocado en HealthTech con enfoque SaaS,2021.0,activo,0
SaaS,3250666.6,3.0,37.0,1.0,33.6,Bogotá,0.0,apoyo de inversores reconocidos. equipo con 5+ años de experiencia. MRR de $5765 con 185 clentes activos. enfocado en SaaS con enfoque SaaS,2017.0, Prototipo,0
 logistics ,3278180.5,2.0,21.0,4.7,-1.7,Santiago,1.0,operando en el mercado. MRR de $30569 con 24 clientes activos. aún sin usuarios activos,2019.0,activo,1
 Ai/Ml ,2220658.1,1.0,40.0,5.8,41.4,Bogotá,Sí,financiamiento semilla cerrado. buena presencia en redes,2007.0,activo,1
HealthTech,1223277.5,5.0,18.0,5.0,27.5,CDMX,1.0,operando en el mercado. tracción probada: piloto pagado en Buenos Aires. MVP listo y primeros beta testers. dependencia alta de marketing pago,2014.0,Activo ,0
Gaming,2957971.1,1.0,41.0,6.9,39.7,Quito,0.0,apoyo de inversores reconocidos. operando en el mercado. MVP listo y primeros beta testers,2019-aprox, Prototipo,1
Travel,2500196.7,1.0,6.0,3.3,74.5,quito,0.0,financiamiento semilla cerrado. operando en el mercado. crecimiento mensual 19% y churn bajo. expansión a Buenos Aires en próximos meses. dependencia alta de marketing pago,2005.0,activo,1
Gaming,1269652.6,4.0,38.0,1.1,22.5, quito,0.0,buena presencia en redes. equipo con 5+ años de experiencia. tracción probada: piloto pagado en Lima. enfocado en Gaming con enfoque API-first,2007.0,activo,1
Fintech,104122.5,3.0,45.0,6.0,26.1,Buenos Aires,0.0,equipo con 6+ años de experiencia. MVP listo y primeros beta testers,2023.0,activo ,1
EdTech,979247.9,4.0,44.0,4.9,46.6,Quito,0.0,apoyo de inversores reconocidos. tracción probada: piloto pagado en Piura. expansión a Lima en próximos meses. equipo parcial y tiempo limitado,2021/2022,cerrado,1
Saas ,30666495.4,3.0,33.0,7.5,17.4, Trujillo ,0.0,buena presencia en redes. acuerdos B2B con 15 empresas y pipeline sólido. expansión a Bogotá en próximos meses,2017.0,prototipo ,0
E-commerce,8057842.5,1.0,17.0,4.4,82.1,Santiago,0.0,buena presencia en redes. enfocado en EdTech con enfoque marketplace. sin modelo de ingresos definido,2010.0,prototipo,0
EdTech,8744948.5,1.0,21.0,3.7,-0.2, CDMX,1.0,apoyo de inversores reconocidos,2020.0,activo,0
 Fintech ,3605301.6,5.0,1.0,6.6,44.2,Santiago,Sí,tracción probada: piloto pagado en Lima. enfocado en E-commerce con enfoque B2B,2019.0,activo,0
HealthTech,1309750.0,0.0,30.0,3.5,33.7,Arequipa,0.0,operando en el mercado. enfocado en AI/ML con enfoque B2B. aún sin usuarios activos,2013/2014,activo,1
E-commerce,894898.9,5.0,50.0,7.1,42.9,Bogotá,0.0,operando en el mercado,2006.0,prototipo,0
Saas,6654073.0,5.0,49.0,4.7,32.4,Quito,1.0,equipo con 6+ años de experiencia. operando en el mercado. crecimiento mensual 18% y churn bajo,2017.0,activo,1
AgroTech,786810.1,4.0,42.0,7.1,24.8, Trujillo ,1.0,equipo con 5+ años de experiencia. operando en el mercado. tracción probada: piloto pagado en CDMX,2014.0, Cerrado,0
 Fintech,1522710.0,5.0,6.0,1.6,80.8,Santiago,0.0,financiamiento semilla cerrado. buena presencia en redes. operando en el mercado. acuerdos B2B con 2 empresas y pipeline sólido,2014.0,prototipo,1
SaaS,18728506.3,3.0,12.0,6.5,39.7,Bogotá,0.0,apoyo de inversores reconocidos. expansión a Quito en próximos meses,2021.0,activo,0
EdTech,23309507.1,2.0,15.0,4.1,41.8,Bogotá,1.0,operando en el mercado. cofundadores con 2+ años de experiencia en Fintech,2006.0, Activo,1
Fintech,2317098.9,4.0,23.0,6.1,56.9,Trujillo,0.0,equipo con 6+ años de experiencia. operando en el mercado. acuerdos B2B con 5 empresas y pipeline sólido. enfocado en SaaS con enfoque app móvil,2014.0,prototipo,0
AI/ML,10957056.7,3.0,25.0,10.0,21.5,buenos aires,0.0,equipo con 6+ años de experiencia. operando en el mercado. acuerdos B2B con 6 empresas y pipeline sólido. enfocado en E-commerce con enfoque API-first,2014.0,activo,1
EdTech,1112859.5,5.0,23.0,3.7,70.7,Arequipa,0.0,equipo con 5+ años de experiencia. MRR de $2699 con 123 clientes activos. MVP listo y primeros beta testers,2005.0,prototipo,1
